Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-29 00:00:00-04:00,355.191815,356.3206473,351.9707628,354.8220215,1446700,0,0
2020-07-30 00:00:00-04:00,346.2876915,353.0703966,345.3242744,352.9828186,1010400,0,0
2020-07-31 00:00:00-04:00,352.2237293,352.4280778,341.3149418,344.2148743,954900,0,0
2020-08-03 00:00:00-04:00,351.3187013,357.2839814,350.1509654,356.7584839,862400,0,0
2020-08-04 00:00:00-04:00,358.5296328,361.8771964,358.3058323,360.3785706,833400,0,0
2020-08-05 00:00:00-04:00,361.0403034,363.1811676,356.8558343,358.6074829,591300,0,0
2020-08-06 00:00:00-04:00,358.1597917,359.6292247,354.3937907,359.3081055,402100,0,0
2020-08-07 00:00:00-04:00,360.7774932,361.1959608,352.5934825,356.2330017,572500,0,0
2020-08-10 00:00:00-04:00,354.9582624,356.9239707,349.8785318,355.5907898,547900,0,0
2020-08-11 00:00:00-04:00,356.2038593,359.4443632,350.9684247,351.6009521,627000,0,0
2020-08-12 00:00:00-04:00,356.7390148,365.9253461,355.8145609,364.7381287,565400,0,0
2020-08-13 00:00:00-04:00,366.4605848,367.9786921,362.9767991,364.6895142,470700,0,0
2020-08-14 00:00:00-04:00,361.1083871,364.0958977,359.7363025,361.1278687,543900,0,0
2020-08-17 00:00:00-04:00,366.5384521,370.2752606,366.139466,368.3387451,428200,0,0
2020-08-18 00:00:00-04:00,373.301678,373.6617604,366.8595744,367.0834045,466500,0,0
2020-08-19 00:00:00-04:00,370.1682765,370.2071803,363.9110392,364.8647156,354400,0,0
2020-08-20 00:00:00-04:00,359.6097965,363.3466052,358.4809643,362.1691284,498200,0,0
2020-08-21 00:00:00-04:00,356.3109365,362.1302547,355.7173425,362.1205139,605400,0,0
2020-08-24 00:00:00-04:00,370.0319818,370.5671904,364.4656875,367.8327026,590700,0,0
2020-08-25 00:00:00-04:00,369.1074897,370.5963745,366.1589126,370.5963745,378200,0,0
2020-08-26 00:00:00-04:00,369.8763281,376.2795288,369.8665873,375.5496826,417600,0,0
2020-08-27 00:00:00-04:00,376.3281052,376.4059424,363.2103275,366.11026,636100,0,0
2020-08-28 00:00:00-04:00,366.0129639,369.6816761,364.7284276,369.2729492,490200,0,0
2020-08-31 00:00:00-04:00,365.8183548,368.2706271,363.2784748,364.1250916,533300,0,0
2020-09-01 00:00:00-04:00,373.7882599,376.5032959,372.0560929,376.5032959,634500,0,0
2020-09-02 00:00:00-04:00,385.0278902,390.3703543,379.9968046,387.7818298,904300,0,0
2020-09-03 00:00:00-04:00,378.6441287,378.8484772,360.1352142,366.0518494,1258500,0,0
2020-09-04 00:00:00-04:00,355.6783642,361.0305694,343.3780093,357.5467834,1206300,0,0
2020-09-08 00:00:00-04:00,336.0892783,343.8937853,334.0262512,338.0160828,1541000,0,0
2020-09-09 00:00:00-04:00,348.3507002,351.824775,344.0105568,349.7130737,847300,0,0
