Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-27 00:00:00-04:00,92.00463723317203,93.1778899755709,91.77882703485652,93.0846176147461,121214000,0.0,0.0
2020-07-28 00:00:00-04:00,92.65018794087466,92.82936947811862,91.5505671537441,91.55548095703125,103625600,0.0,0.0
2020-07-29 00:00:00-04:00,92.04391489564611,93.49698479464202,92.00709882779846,93.31044006347656,90329200,0.0,0.0
2020-07-30 00:00:00-04:00,92.47345372902016,94.54505605214743,92.06109878550602,94.43951416015625,158130000,0.0,0.0
2020-07-31 00:00:00-04:00,101.01267490015779,104.47843387073085,98.99015820650627,104.32625579833984,374336800,0.0,0.0
2020-08-03 00:00:00-04:00,106.23094295555478,109.60588636321864,105.92904372104111,106.95502471923828,308151200,0.0,0.0
2020-08-04 00:00:00-04:00,107.14647801060737,108.77381559192591,106.41503301825666,107.6692886352539,173071600,0.0,0.0
2020-08-05 00:00:00-04:00,107.38701567037295,108.38354377650688,106.91574756804566,108.0595474243164,121776800,0.0,0.0
2020-08-06 00:00:00-04:00,108.39580224957419,112.3303717820984,107.79935958741166,111.82965087890625,202428800,0.0,0.0
2020-08-07 00:00:00-04:00,111.345255197801,111.80753517674192,108.48060363100726,109.2871322631836,198045600,0.205,0.0
2020-08-10 00:00:00-04:00,110.75018728232891,111.90588719176891,108.19290200839652,110.87559509277344,212403600,0.0,0.0
2020-08-11 00:00:00-04:00,110.13054873064372,110.63462633640745,107.31507111702966,107.57817840576172,187902400,0.0,0.0
2020-08-12 00:00:00-04:00,108.68222884887915,111.41410358333714,108.48551747913606,111.15345764160156,165598000,0.0,0.0
2020-08-13 00:00:00-04:00,112.55012437915057,114.13613695061863,112.05587713515628,113.12059783935547,210082000,0.0,0.0
2020-08-14 00:00:00-04:00,112.94355680232964,113.11076221506504,111.18787745643509,113.01978302001953,165565200,0.0,0.0
2020-08-17 00:00:00-04:00,114.15579966800325,114.18039046330429,112.09030043168765,112.72470092773438,119561600,0.0,0.0
2020-08-18 00:00:00-04:00,112.47389573998258,114.09432938835181,112.13456226658356,113.66401672363281,105633600,0.0,0.0
2020-08-19 00:00:00-04:00,114.077147336871,115.23776269519006,113.71076913718412,113.8066635131836,145538000,0.0,0.0
2020-08-20 00:00:00-04:00,113.84844961867864,116.44754021548293,113.83123530912302,116.33197021484375,126907200,0.0,0.0
2020-08-21 00:00:00-04:00,117.30323662543402,122.81616023418648,117.29094497873652,122.32683563232422,338054800,0.0,0.0
2020-08-24 00:00:00-04:00,126.58322679497601,126.6692983326626,121.90143041261017,123.78988647460938,345937600,0.0,0.0
2020-08-25 00:00:00-04:00,122.64896034098037,123.12353198655285,121.03098034685517,122.77436065673828,211495600,0.0,0.0
2020-08-26 00:00:00-04:00,124.10710517398402,124.90625735903697,123.02763138976457,124.44397735595703,163022400,0.0,0.0
2020-08-27 00:00:00-04:00,125.05379619096146,125.3906683770913,121.79816799261332,122.95632934570312,155552400,0.0,0.0
2020-08-28 00:00:00-04:00,123.94234714174645,124.3652833455822,122.53092391101849,122.75714874267578,187630000,0.0,0.0
2020-08-31 00:00:00-04:00,125.48409848333407,128.84791241095147,123.93005315862507,126.92010498046875,225702700,0.0,4.0
2020-09-01 00:00:00-04:00,130.57900711751884,132.58550230680146,128.385645863927,131.97567749023438,151948100,0.0,0.0
2020-09-02 00:00:00-04:00,135.329645062676,135.71323747768105,124.91362294067304,129.2413330078125,200119000,0.0,0.0
2020-09-03 00:00:00-04:00,124.82511773328733,126.7234043618197,118.52041803503576,118.89417266845703,257599600,0.0,0.0
2020-09-04 00:00:00-04:00,118.09747623468725,121.66783948493375,109.06828600706663,118.97285461425781,332607200,0.0,0.0
2020-09-08 00:00:00-04:00,112.07801681546196,117.03522017209734,110.82888378405144,110.96658325195312,231366600,0.0,0.0
2020-09-09 00:00:00-04:00,115.33364250654506,117.18275496764744,113.36649871658413,115.39265441894531,176940500,0.0,0.0
2020-09-10 00:00:00-04:00,118.38271382120043,118.52041328610446,110.65183813018051,111.62557220458984,182274400,0.0,0.0
2020-09-11 00:00:00-04:00,112.68782103971742,113.33698203089703,108.19289820534841,110.16004180908203,180860300,0.0,0.0
2020-09-14 00:00:00-04:00,112.8353735707866,114.02549471151183,110.94691725677923,113.46485900878906,140150100,0.0,0.0
2020-09-15 00:00:00-04:00,116.38607344530668,116.8778594321415,111.74361252893642,113.64190673828125,184642000,0.0,0.0
2020-09-16 00:00:00-04:00,113.33699708484617,114.09434417109277,110.19940021884247,110.28791809082031,154679000,0.0,0.0
2020-09-17 00:00:00-04:00,107.91750349416948,110.35675745529431,106.92409383455308,108.52731323242188,178011000,0.0,0.0
2020-09-18 00:00:00-04:00,108.58633697195599,109.058447271732,104.3471370695532,105.0848159790039,287104900,0.0,0.0
2020-09-21 00:00:00-04:00,102.82260223011406,108.37978469048551,101.40625636301624,108.27159118652344,195713800,0.0,0.0
2020-09-22 00:00:00-04:00,110.8288776402937,111.00592087550415,107.36670799002674,109.9731674194336,183055400,0.0,0.0
2020-09-23 00:00:00-04:00,109.78628734667065,110.26823542897979,105.01595809912028,105.36021423339844,150718700,0.0,0.0
2020-09-24 00:00:00-04:00,103.44226400016308,108.43881149163614,103.275058563463,106.4421615600586,167743300,0.0,0.0
2020-09-25 00:00:00-04:00,106.6486975171592,110.59282279306397,105.90118079935864,110.4354476928711,149981400,0.0,0.0
2020-09-28 00:00:00-04:00,113.12060798895034,113.42551288114987,110.92723931780708,113.07142639160156,137672400,0.0,0.0
2020-09-29 00:00:00-04:00,112.66816317464443,113.41567240927391,111.70425941917439,112.21571350097656,99382200,0.0,0.0
2020-09-30 00:00:00-04:00,111.92065856867103,115.33365460286116,111.7534531299616,113.907470703125,142675200,0.0,0.0
2020-10-01 00:00:00-04:00,115.70741843085646,115.7861059979179,113.9271553744333,114.87138366699219,116120400,0.0,0.0
2020-10-02 00:00:00-04:00,111.03542266603517,113.47468409254873,110.37643134460255,111.16328430175781,144712000,0.0,0.0
2020-10-05 00:00:00-04:00,112.03868057390738,114.73366552310178,111.68459408375826,114.58612823486328,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,113.79926858539588,114.21237449648835,110.40594844980902,111.3010025024414,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,112.7370109631907,113.65173310669107,112.25505534173607,113.189453125,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,114.34022377743217,114.4877610508597,112.70749095853374,113.08125305175781,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,113.38616956472694,115.07791446520665,113.03208307374011,115.04840850830078,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,118.08764017285664,123.12353101341196,117.32045528981577,122.3563461303711,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,123.21205853801717,123.3300898769875,117.68438881726762,119.11056518554688,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,119.01218512301462,121.00883463145408,117.6548587710061,119.19906616210938,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,116.76966832051218,119.20892266319595,116.20903258413206,118.72697448730469,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,119.2875946714264,119.55316327743773,116.85817096249856,117.0647201538086,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,117.98928072803287,118.44172288814211,113.75992618576404,114.07466888427734,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,114.29104459778615,117.02538061140416,113.73040895017168,115.57952880859375,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,114.75333147208325,116.75981904332565,114.53694445399955,114.9500503540039,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,115.52051896892375,116.10083030366599,112.7075026782137,113.84844970703125,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,114.47793657429118,114.63531168537173,112.40259919728089,113.15011596679688,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,112.13704213884505,114.63531583729524,111.02560101274425,113.15995788574219,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,113.5927133816602,115.35330793280266,112.6583231050025,114.68447875976562,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,113.15994174279757,113.53369633574492,109.2748285221741,109.37318420410156,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,110.5239726065029,115.00905788667626,110.35675968722376,113.42550659179688,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,109.23549524113015,110.15021742862778,105.95036862404595,107.07164001464844,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,107.31753451016819,108.86174214913567,105.55693984468604,106.98311614990234,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,107.85848658765198,109.65841726851738,106.94376451859762,108.62567138671875,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,112.26489365208295,113.69106987479825,110.50429908844715,113.06158447265625,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,116.01230261963114,117.65487339594542,114.95005067056644,117.0745620727539,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,116.57701427339788,117.44404818682634,114.4192730079391,116.94156646728516,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,118.72490795304695,120.19295657733139,114.3404641516246,114.60648345947266,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,113.84780089001782,115.85774241596128,112.44871362803262,114.26161193847656,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,115.46365311516539,117.86770387638785,114.72470151492396,117.72976684570312,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,117.85785173908403,118.754442401551,116.82331653461803,117.45388793945312,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,117.68051489398482,117.90712252197353,116.13364308643483,117.50316619873047,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,117.16815636372795,119.20766234800712,116.40950274395426,118.52783203125,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,117.78887982048418,118.89237598853374,117.20756736024047,117.63123321533203,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,116.86273273133115,118.05490707486237,116.26171816319497,116.29127502441406,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,115.85776809931065,117.30611460698927,115.08925954838041,116.89230346679688,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,116.8922950701317,117.02037731375117,115.56218363391267,115.61144256591797,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,115.45379062347156,115.88731127214568,112.07431856304423,112.17284393310547,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,112.23197067636394,114.14338700376436,110.93140866651841,113.47340393066406,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,113.8478149229917,115.03013449775135,113.473407961281,114.32073974609375,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,114.85278023188417,115.75922569631102,114.50793766574398,114.87248229980469,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,115.24689605204324,119.18797136534829,115.08924943134883,117.29625701904297,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,119.22738448327229,121.65114492865042,118.24211564285818,120.91219329833984,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,120.22249382653622,121.5526126997604,119.10914280571595,121.26688385009766,89004200,0.0,0.0
2020-12-03 00:00:00-05:00,121.70039456785534,121.95656655156394,120.40969489090764,121.12894439697266,78967600,0.0,0.0
