Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-29 00:00:00-04:00,72.91746729,78.83710803,72.87018295,78.17516327,28304000,0,0
2020-07-30 00:00:00-04:00,75.65978903,76.86073485,74.33590679,75.58413696,16820300,0,0
2020-07-31 00:00:00-04:00,75.30044869,75.4328362,73.29571945,74.60068512,12021200,0,0
2020-08-03 00:00:00-04:00,73.54157463,74.84654745,73.20115478,74.6574173,10129800,0,0
2020-08-04 00:00:00-04:00,75.01675266,75.8299942,74.45882778,75.8299942,12569400,0,0
2020-08-05 00:00:00-04:00,76.57705063,79.43284745,76.18933922,77.1917038,14436300,0,0
2020-08-06 00:00:00-04:00,77.57941196,77.6361474,75.8583673,76.1420517,9838700,0,0
2020-08-07 00:00:00-04:00,76.11369187,76.39738352,75.09241782,75.67870331,8705800,0,0
2020-08-10 00:00:00-04:00,76.17041752,76.45410189,74.91272924,75.52738953,7421400,0,0
2020-08-11 00:00:00-04:00,74.78980694,74.89382672,73.70233917,73.70233917,7056300,0,0
2020-08-12 00:00:00-04:00,73.91036669,75.22479043,73.50374593,75.07348633,8354400,0,0
2020-08-13 00:00:00-04:00,74.70470025,74.79926172,73.59831592,74.04276276,6551800,0,0
2020-08-14 00:00:00-04:00,74.15622539,74.92218979,73.80634727,74.14677429,5611200,0,0
2020-08-17 00:00:00-04:00,75.46119946,76.49193164,75.32881197,75.8299942,8663900,0,0
2020-08-18 00:00:00-04:00,75.85837216,76.42574822,74.94111073,75.09241486,6804800,0,0
2020-08-19 00:00:00-04:00,74.71416889,74.92220847,73.99548864,74.26972198,7976800,0,0
2020-08-20 00:00:00-04:00,72.17040995,72.90799947,71.84889953,72.63376617,11457100,0,0
2020-08-21 00:00:00-04:00,73.77799583,74.44939899,73.62669889,74.08059692,7942300,0,0
2020-08-24 00:00:00-04:00,75.39501183,75.56522536,74.22242654,74.61013794,6405600,0,0
2020-08-25 00:00:00-04:00,75.50848429,76.10423525,75.14914781,75.68815613,6113100,0,0
2020-08-26 00:00:00-04:00,76.83235367,77.70233059,76.60540474,77.30516815,7821600,0,0
2020-08-27 00:00:00-04:00,77.7118005,77.83472968,75.81108397,76.21770477,8018200,0,0
2020-08-28 00:00:00-04:00,75.70706258,76.48247814,75.56522399,76.06640625,5699500,0,0
2020-08-31 00:00:00-04:00,74.70470142,75.42338158,74.4115587,74.9411087,9812900,0,0
2020-09-01 00:00:00-04:00,75.76380841,77.16333548,75.640872,77.11605835,10193300,0,0
2020-09-02 00:00:00-04:00,76.92693117,78.21298742,75.53685515,77.7023468,12567800,0,0
2020-09-03 00:00:00-04:00,76.70943125,77.36191039,74.11840246,76.76616669,20090100,0,0
2020-09-04 00:00:00-04:00,76.12313746,77.04039878,73.2011472,74.61959076,13638700,0,0
2020-09-08 00:00:00-04:00,73.77797289,74.8465383,73.021474,73.11603546,11553500,0,0
2020-09-09 00:00:00-04:00,74.34535728,75.36663116,74.27916354,75.08294678,7867500,0,0
2020-09-10 00:00:00-04:00,76.35009203,76.81345549,74.47775044,74.61013794,11241800,0,0
2020-09-11 00:00:00-04:00,75.65980128,75.93403464,74.32646052,74.53450012,7853500,0,0
2020-09-14 00:00:00-04:00,76.12313843,76.70943104,75.60303957,76.12313843,7091100,0,0
2020-09-15 00:00:00-04:00,77.12551606,82.07116,76.95530251,81.18226624,21048400,0,0
2020-09-16 00:00:00-04:00,81.78745997,81.78745997,78.52504241,78.61014557,14492600,0,0
2020-09-17 00:00:00-04:00,76.9914306,78.21759129,76.6207317,77.85639954,10090200,0.427,0
2020-09-18 00:00:00-04:00,78.29363066,78.74036495,76.14547276,76.25953674,10528300,0,0
2020-09-21 00:00:00-04:00,75.85082497,76.65875834,75.16645549,76.60172272,8417100,0,0
2020-09-22 00:00:00-04:00,76.82984707,76.88687544,75.47061532,76.49716949,6375200,0,0
2020-09-23 00:00:00-04:00,75.75575962,75.97438045,74.03533622,74.0638504,9094700,0,0
2020-09-24 00:00:00-04:00,73.01828786,75.09040307,72.40045398,74.50108337,9940900,0,0
2020-09-25 00:00:00-04:00,74.30148654,75.01437021,73.56008869,74.97634888,6057500,0,0
2020-09-28 00:00:00-04:00,76.33556552,76.39260113,75.53713945,75.82228851,5999300,0,0
2020-09-29 00:00:00-04:00,75.75575377,77.21954216,75.38505491,76.52567291,6114600,0,0
